waveform,filename,peak_abs_nm,flagged
ramp,ramp-100Hz-5_absolute.csv,282.6998996734619,False
ramp,ramp-100Hz-6_absolute.csv,277.3800296783447,False
ramp,ramp-100Hz-7_absolute.csv,283.3002014160156,False
ramp,ramp-100Hz-8_absolute.csv,280.2735424041748,False
ramp,ramp-100Hz-9_absolute.csv,740.3662395477295,False
ramp,ramp-1Hz-10_absolute.csv,314.03899002075195,False
ramp,ramp-1Hz-1_absolute.csv,293.4984130859375,False
ramp,ramp-1Hz-2_absolute.csv,284.8042278289795,False
ramp,ramp-1Hz-3_absolute.csv,277.37632179260254,False
ramp,ramp-1Hz-4_absolute.csv,286.2504634857178,False
ramp,ramp-1Hz-5_absolute.csv,332.9932289123535,False
ramp,ramp-1Hz-6_absolute.csv,284.5084686279297,False
ramp,ramp-1Hz-7_absolute.csv,328.69713973999023,False
ramp,ramp-1Hz-8_absolute.csv,303.6516647338867,False
ramp,ramp-1Hz-9_absolute.csv,299.0828113555908,False
ramp,ramp-200Hz-10_absolute.csv,134.99448585510254,False
ramp,ramp-200Hz-1_absolute.csv,127.52538681030273,False
ramp,ramp-200Hz-2_absolute.csv,183.75528717041016,False
ramp,ramp-200Hz-3_absolute.csv,123.71583938598633,False
ramp,ramp-200Hz-4_absolute.csv,128.38035774230957,False
ramp,ramp-200Hz-5_absolute.csv,126.2460880279541,False
ramp,ramp-200Hz-6_absolute.csv,129.17116355895996,False
ramp,ramp-200Hz-7_absolute.csv,132.0503101348877,False
ramp,ramp-200Hz-8_absolute.csv,149.51341438293457,False
ramp,ramp-200Hz-9_absolute.csv,129.0791778564453,False
ramp,ramp-300Hz-10_absolute.csv,445.72646713256836,False
ramp,ramp-300Hz-1_absolute.csv,436.4768810272217,False
ramp,ramp-300Hz-2_absolute.csv,452.1843452453613,False
ramp,ramp-300Hz-3_absolute.csv,459.0992374420166,False
ramp,ramp-300Hz-4_absolute.csv,448.40411949157715,False
ramp,ramp-300Hz-5_absolute.csv,424.89772033691406,False
ramp,ramp-300Hz-6_absolute.csv,411.6554698944092,False
ramp,ramp-300Hz-7_absolute.csv,443.29598236083984,False
ramp,ramp-300Hz-8_absolute.csv,442.93117332458496,False
ramp,ramp-300Hz-9_absolute.csv,407.3137836456299,False
ramp,ramp-400Hz-10_absolute.csv,86.46436309814453,False
ramp,ramp-400Hz-1_absolute.csv,120.2691478729248,False
ramp,ramp-400Hz-2_absolute.csv,140.39824104309082,False
ramp,ramp-400Hz-3_absolute.csv,132.49772834777832,False
ramp,ramp-400Hz-4_absolute.csv,140.9548397064209,False
ramp,ramp-400Hz-5_absolute.csv,139.9143886566162,False
ramp,ramp-400Hz-6_absolute.csv,94.91121101379395,False
ramp,ramp-400Hz-7_absolute.csv,89.24959373474121,False
ramp,ramp-400Hz-8_absolute.csv,150.68104553222656,False
ramp,ramp-400Hz-9_absolute.csv,94.95197296142578,False
pulse,Pulse-10_absolute.csv,44.32525444030762,False
pulse,Pulse-11_absolute.csv,349.7229766845703,False
pulse,Pulse-12-1Vpp_absolute.csv,747.8078002929688,False
pulse,Pulse-13-1Vpp_absolute.csv,2570.208848953247,False
pulse,Pulse-14_absolute.csv,446.0908260345459,False
pulse,Pulse-15_absolute.csv,79.11619186401367,False
pulse,Pulse-16_absolute.csv,93.18746376037598,False
pulse,Pulse-17_absolute.csv,322.0554447174072,False
pulse,Pulse-18_absolute.csv,783.0137844085693,False
pulse,Pulse-19-1Vpp_absolute.csv,377.85580253601074,False
pulse,Pulse-20-1Vpp_absolute.csv,439.6759777069092,False
pulse,Pulse-21-1Vpp_absolute.csv,94.58372116088867,False
pulse,Pulse-22_absolute.csv,129.6701774597168,False
pulse,Pulse-23_absolute.csv,430.7318592071533,False
pulse,Pulse-24_absolute.csv,409.72069549560547,False
pulse,Pulse-25_absolute.csv,419.50592613220215,False
pulse,Pulse-26_absolute.csv,172.78658866882324,False
pulse,Pulse-27_absolute.csv,73.62021827697754,False
pulse,Pulse-28_absolute.csv,538.7846088409424,False
pulse,Pulse-30_absolute.csv,156.95977973937988,False
pulse,Pulse-4-1pp_absolute.csv,325.1191711425781,False
pulse,Pulse-5-1pp_absolute.csv,79.31045150756836,False
pulse,Pulse-6_absolute.csv,63.99208641052246,False
pulse,Pulse-7_absolute.csv,52.842817306518555,False
pulse,Pulse-8_absolute.csv,78.68975830078125,False
pulse,Pulse-9_absolute.csv,456213.4003505707,True
pulse,pulse-100Hz-10_absolute.csv,46.3436164855957,False
pulse,pulse-100Hz-1_absolute.csv,63.657249450683594,False
pulse,pulse-100Hz-2_absolute.csv,52.49251365661621,False
pulse,pulse-100Hz-3_absolute.csv,74.8676643371582,False
pulse,pulse-100Hz-4_absolute.csv,51.987775802612305,False
pulse,pulse-100Hz-5_absolute.csv,72.09649276733398,False
pulse,pulse-100Hz-6_absolute.csv,63.7883415222168,False
pulse,pulse-100Hz-7_absolute.csv,76.09122276306152,False
pulse,pulse-100Hz-8_absolute.csv,78.99670791625977,False
pulse,pulse-100Hz-9_absolute.csv,76.41748809814453,False
pulse,pulse-1Hz-10_absolute.csv,42.647294998168945,False
pulse,pulse-1Hz-1_absolute.csv,75.99348449707031,False
pulse,pulse-1Hz-2_absolute.csv,45.59431457519531,False
pulse,pulse-1Hz-3_absolute.csv,55.31047058105469,False
pulse,pulse-1Hz-4_absolute.csv,41.40973472595215,False
pulse,pulse-1Hz-5_absolute.csv,1.9073486328125e-06,False
pulse,pulse-1Hz-6_absolute.csv,68.12250137329102,False
pulse,pulse-1Hz-7_absolute.csv,72.02934265136719,False
pulse,pulse-1Hz-8_absolute.csv,65.33630180358887,False
pulse,pulse-1Hz-9_absolute.csv,50.03346633911133,False
pulse,pulse-200Hz-10_absolute.csv,54.087697982788086,False
pulse,pulse-200Hz-1_absolute.csv,55.24415969848633,False
pulse,pulse-200Hz-2_absolute.csv,66.59866714477539,False
pulse,pulse-200Hz-3_absolute.csv,43.804176330566406,False
pulse,pulse-200Hz-4_absolute.csv,65.08528900146484,False
pulse,pulse-200Hz-5_absolute.csv,44.382699966430664,False
pulse,pulse-200Hz-6_absolute.csv,77.9338436126709,False
pulse,pulse-200Hz-7_absolute.csv,78.9702033996582,False
pulse,pulse-200Hz-8_absolute.csv,62.47204399108887,False
pulse,pulse-200Hz-9_absolute.csv,46.44905090332031,False
pulse,pulse-300Hz-10_absolute.csv,52.40793800354004,False
pulse,pulse-300Hz-1_absolute.csv,68.74460029602051,False
pulse,pulse-300Hz-2_absolute.csv,41.56247901916504,False
pulse,pulse-300Hz-3_absolute.csv,47.8461971282959,False
pulse,pulse-300Hz-4_absolute.csv,54.098283767700195,False
pulse,pulse-300Hz-5_absolute.csv,78.98883438110352,False
pulse,pulse-300Hz-6_absolute.csv,65.55724334716797,False
pulse,pulse-300Hz-7_absolute.csv,50.57917594909668,False
pulse,pulse-300Hz-8_absolute.csv,57.65160369873047,False
pulse,pulse-300Hz-9_absolute.csv,54.3973388671875,False
pulse,pulse-31_absolute.csv,67.70900535583496,False
pulse,pulse-400Hz-10_absolute.csv,75.63173294067383,False
pulse,pulse-400Hz-1_absolute.csv,74.7872543334961,False
pulse,pulse-400Hz-2_absolute.csv,62.20182228088379,False
pulse,pulse-400Hz-3_absolute.csv,40.91498565673828,False
pulse,pulse-400Hz-4_absolute.csv,40.410696029663086,False
pulse,pulse-400Hz-5_absolute.csv,66.12829208374023,False
pulse,pulse-400Hz-6_absolute.csv,59.61196517944336,False
pulse,pulse-400Hz-7_absolute.csv,40.586198806762695,False
pulse,pulse-400Hz-8_absolute.csv,43.57362937927246,False
pulse,pulse-400Hz-9_absolute.csv,78.1635684967041,False
noise,noise-10_absolute.csv,86.86056900024414,False
noise,noise-11_absolute.csv,96.81904792785645,False
noise,noise-12_absolute.csv,224.3210105895996,False
noise,noise-13_absolute.csv,185.1067714691162,False
noise,noise-14_absolute.csv,84.09563255310059,False
noise,noise-15_absolute.csv,188.11858940124512,False
noise,noise-16_absolute.csv,323.91431999206543,False
noise,noise-17_absolute.csv,171.35992050170898,False
noise,noise-18_absolute.csv,157.77021598815918,False
noise,noise-19_absolute.csv,136.01359176635742,False
noise,noise-1_absolute.csv,87.3183364868164,False
noise,noise-20_absolute.csv,85.17362976074219,False
noise,noise-21_absolute.csv,530.3596019744873,False
noise,noise-22_absolute.csv,379.21575355529785,False
noise,noise-23_absolute.csv,427.48119735717773,False
noise,noise-24_absolute.csv,101.87957763671875,False
noise,noise-25_absolute.csv,195.57994651794434,False
noise,noise-26_absolute.csv,512.3368167877197,False
noise,noise-27_absolute.csv,78.17883491516113,False
noise,noise-28_absolute.csv,144.14871978759766,False
noise,noise-29_absolute.csv,99.72647476196289,False
noise,noise-2_absolute.csv,102.68493270874023,False
noise,noise-30_absolute.csv,93.22086334228516,False
noise,noise-31_absolute.csv,85.14742088317871,False
noise,noise-32_absolute.csv,353.1603412628174,False
noise,noise-33_absolute.csv,161.6925449371338,False
noise,noise-34_absolute.csv,153.22162246704102,False
noise,noise-35_absolute.csv,56.731672286987305,False
noise,noise-36_absolute.csv,68.31287574768066,False
noise,noise-37_absolute.csv,80.22981071472168,False
noise,noise-38_absolute.csv,301.1698360443115,False
noise,noise-39_absolute.csv,71.29315376281738,False
noise,noise-3_absolute.csv,45.23599624633789,False
noise,noise-40_absolute.csv,174.90005683898926,False
noise,noise-41_absolute.csv,40.92193794250488,False
